tournamentID,decklistID,colorCombination,archeType,rank
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-amethyst-291541,amber/amethyst,Hyper Aggro,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291166,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-amber-291580,amber/amethyst,Hyper Aggro,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-emerald-291409,emerald/steel,Discard,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291670,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291498,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291159,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291511,amber/steel,Seven Dwarves,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291592,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291509,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-amber-291171,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291361,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291530,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291525,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291157,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291420,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291396,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-sapphire-291485,sapphire/steel,No Wheel,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-emerald-amethyst-291398,amethyst/emerald,Aggro Quest,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291399,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-sapphire-amethyst-291177,amethyst/sapphire,Ramp Draw Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291648,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-emerald-291547,amber/emerald,Aggro Quest,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291638,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-sapphire-291404,sapphire/steel,Items,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-emerald-291358,amethyst/emerald,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291443,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-emerald-amethyst-291163,amethyst/emerald,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-sapphire-291459,sapphire/steel,Items,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-sapphire-291667,sapphire/steel,Items,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-emerald-291178,emerald/steel,Discard,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291503,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-amethyst-291526,amethyst/steel,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291349,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291529,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-ruby-291366,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-amethyst-291613,amethyst/steel,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291131,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-ruby-291387,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-emerald-steel-291203,emerald/steel,Shift & Damage,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-amber-291261,amber/steel,Bodyguards,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291176,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291285,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291412,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-emerald-291501,amethyst/emerald,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-sapphire-291408,amber/sapphire,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-sapphire-291639,amber/sapphire,The Queen,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291228,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-amethyst-291135,amber/amethyst,Hyper Aggro,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291265,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-emerald-291552,amber/emerald,Songs,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291359,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-steel-291138,ruby/steel,Pirates,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-amethyst-291351,amber/amethyst,Hyper Aggro,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-emerald-291221,amethyst/emerald,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291249,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-sapphire-291568,sapphire/steel,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-emerald-291545,amber/emerald,Discard,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291595,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291540,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-steel-291325,amethyst/steel,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291283,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-emerald-291644,amethyst/emerald,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-emerald-291225,emerald/ruby,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-ruby-291458,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-emerald-291573,amber/emerald,Sing Together,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291331,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-ruby-291344,amber/ruby,Mufasa,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291140,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-amber-291516,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291295,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-emerald-sapphire-291479,emerald/sapphire,Muses's Songs,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-amethyst-291649,amber/amethyst,Hyper Aggro,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-emerald-291634,emerald/steel,Discard,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-emerald-291445,amber/emerald,Aggro Quest,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-sapphire-291491,sapphire/steel,Items,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-emerald-291248,amethyst/emerald,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291236,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-emerald-ruby-291170,emerald/ruby,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-emerald-291218,emerald/ruby,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-steel-291229,amethyst/steel,Jafar Wheel,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291202,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291469,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-emerald-291347,emerald/steel,Discard,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-emerald-291433,emerald/steel,Discard,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-emerald-291556,amber/emerald,Sing Together,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291326,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-amethyst-291146,amethyst/steel,Jafar Wheel,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291402,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291535,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-sapphire-291553,sapphire/steel,No Wheel,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-sapphire-amethyst-291441,amethyst/sapphire,Ramp Draw Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-amethyst-291661,amber/amethyst,Aggro Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-ruby-291133,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291594,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291134,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-sapphire-291254,sapphire/steel,Items,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-sapphire-amethyst-291356,amethyst/sapphire,Ramp Draw Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-sapphire-291507,sapphire/steel,Items,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-emerald-291624,emerald/steel,Discard,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-steel-291407,ruby/steel,Sing & Shift,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-amethyst-291417,amber/amethyst,Hyper Aggro,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-amethyst-291152,amber/amethyst,Hyper Aggro,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-emerald-291335,emerald/ruby,Discard,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-sapphire-291413,sapphire/steel,No Wheel,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-emerald-sapphire-291355,emerald/sapphire,Muses's Songs,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291512,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-steel-291492,amethyst/steel,Jafar Wheel,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-sapphire-291519,sapphire/steel,Items,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-emerald-291623,emerald/ruby,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291269,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291614,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291230,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-amethyst-291263,amber/amethyst,Hyper Aggro,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291371,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291190,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-ruby-291179,ruby/steel,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-sapphire-steel-291139,sapphire/steel,Items,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291292,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291522,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291144,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-emerald-291259,amethyst/emerald,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291597,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-emerald-291130,amethyst/emerald,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291274,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-sapphire-amethyst-291517,amethyst/sapphire,Frozen,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-amethyst-291137,amethyst/steel,Brooms,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291148,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291239,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291460,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-emerald-amethyst-291429,amethyst/emerald,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-sapphire-291621,sapphire/steel,Items,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291372,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291316,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-ruby-291128,amber/ruby,Princesses,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-ruby-291548,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-ruby-291669,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291668,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291340,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-sapphire-amethyst-291174,amethyst/sapphire,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291400,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291312,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291395,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291189,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-emerald-291635,amethyst/emerald,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291374,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-emerald-amethyst-291187,amethyst/emerald,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-emerald-291302,emerald/steel,Shift & Damage,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-sapphire-steel-291298,sapphire/steel,Items,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-ruby-291365,amethyst/ruby,Bounce Control,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-amethyst-291186,amethyst/steel,Brooms,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-emerald-291200,amber/emerald,Sing Together,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-emerald-291193,emerald/steel,Discard,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-emerald-amethyst-291309,amethyst/emerald,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291388,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291569,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-sapphire-291480,amethyst/sapphire,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291662,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-amethyst-291465,amber/amethyst,Hyper Aggro,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-steel-291272,amethyst/steel,Bounce,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291593,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291294,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291449,ruby/sapphire,Pawpsicles,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291339,undefined/undefined,,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-steel-291191,amber/steel,Steelsong,Top512
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291310,ruby/sapphire,Pawpsicles,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-ruby-291446,amethyst/ruby,,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-amethyst-291129,amethyst/steel,Bounce,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291626,ruby/sapphire,Pawpsicles,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-ruby-291154,ruby/steel,,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-sapphire-steel-291368,sapphire/steel,No Wheel,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-amethyst-291637,amethyst/steel,Bounce,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291184,ruby/sapphire,Pawpsicles,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291341,undefined/undefined,,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291427,ruby/sapphire,Pawpsicles,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-emerald-ruby-291373,emerald/ruby,,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-steel-291320,ruby/steel,,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amber-ruby-291496,amber/ruby,Mufasa,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291602,ruby/sapphire,Pawpsicles,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-sapphire-291291,ruby/sapphire,Pawpsicles,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-emerald-291514,emerald/ruby,Emeral  Actions,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amber-291375,amber/ruby,,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-amethyst-291610,amethyst/steel,,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-sapphire-291363,sapphire/steel,Items,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291208,undefined/undefined,,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-sapphire-amethyst-291609,amethyst/sapphire,Ramp Draw Control,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-emerald-amethyst-291318,amethyst/emerald,Bounce,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-amethyst-291627,amethyst/steel,Bounce,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-ruby-amethyst-291267,amethyst/ruby,Bounce Control,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291160,undefined/undefined,,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-deck-291428,undefined/undefined,,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-emerald-291423,emerald/steel,Discard,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-amethyst-emerald-291151,amethyst/emerald,Bounce,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-steel-emerald-291598,emerald/steel,Discard,Other
open-lorcana-by-ludotrotter-final-standings-tournament-decks-1502,deck-sapphire-291616,sapphire/sapphire,,Other
shimmering-skies-set-championship-tournament-decks-1499,deck-emerald-steel-292542,emerald/steel,Discard,1st
shimmering-skies-set-championship-tournament-decks-1499,deck-emerald-amethyst-292543,amethyst/emerald,Bounce,2nd
shimmering-skies-set-championship-tournament-decks-1499,deck-amber-steel-292544,amber/steel,Steelsong,Top4
shimmering-skies-set-championship-tournament-decks-1499,deck-ruby-amethyst-292550,amethyst/ruby,Bounce Control,Top4
road-to-lorcana-7-saison-5-tournament-decks-1508,deck-emerald-amethyst-291775,amethyst/emerald,Bounce,1st
road-to-lorcana-7-saison-5-tournament-decks-1508,deck-amber-steel-291776,amber/steel,Steelsong,2nd
road-to-lorcana-7-saison-5-tournament-decks-1508,deck-steelsong-291777,amber/steel,Steelsong,3rd
road-to-lorcana-7-saison-5-tournament-decks-1508,deck-bleu-rouge-control-volzz-291778,ruby/sapphire,Pawpsicles,Top4
road-to-lorcana-7-saison-5-tournament-decks-1508,deck-ouais-c-est-pas-mal-291779,emerald/steel,Discard Aggro,Top8
road-to-lorcana-7-saison-5-tournament-decks-1508,deck-set5-291780,sapphire/steel,Items,Top8
road-to-lorcana-7-saison-5-tournament-decks-1508,deck-rb-njdsmonsieurn-291781,ruby/sapphire,Pawpsicles,Top8
road-to-lorcana-7-saison-5-tournament-decks-1508,deck-road6-291782,amethyst/emerald,Bounce,Top8
friday-1k-scg-con-washington-dc-tournament-decks-1497,deck-steel-sapphire-291773,sapphire/steel,Items,Top4
lorcana-weekly-tournament-decks-1496,deck-ruby-sapphire-289350,ruby/sapphire,Pawpsicles,1st
lorcana-weekly-tournament-decks-1496,deck-green-fasa-289360,amber/emerald,Perdita,2nd
lorcana-weekly-tournament-decks-1496,deck-saph-steel-289956,sapphire/steel,Items,Top8
cardtopia-lorcana-tournament-tournament-decks-1484,deck-amethyst-emerald-287960,amethyst/emerald,Bounce,1st
cardtopia-lorcana-tournament-tournament-decks-1484,deck-ruby-amethyst-288141,amethyst/ruby,Bounce Control,2nd
cardtopia-lorcana-tournament-tournament-decks-1484,deck-amber-amethyst-288142,amber/amethyst,Hyper Aggro,3rd
cardtopia-lorcana-tournament-tournament-decks-1484,deck-ruby-amethyst-288143,amethyst/ruby,Bounce Control,Top4
cardtopia-lorcana-tournament-tournament-decks-1484,deck-ruby-sapphire-286598,ruby/sapphire,Pawpsicles,Top8
cardtopia-lorcana-tournament-tournament-decks-1484,deck-ruby-sapphire-288866,ruby/sapphire,Pawpsicles,Top8
cardtopia-lorcana-tournament-tournament-decks-1484,deck-ruby-amethyst-288867,amethyst/ruby,Bounce Control,Top8
cardtopia-lorcana-tournament-tournament-decks-1484,deck-sapphire-amethyst-288868,amethyst/sapphire,Ramp Draw Control,Top8
hall-of-fame-city-con-lorcana-case-tournament-tournament-decks-1488,deck-bs-cottage-cheese-287484,sapphire/steel,Items,Top8
hall-of-fame-city-con-lorcana-case-tournament-tournament-decks-1488,deck-ruby-sapphire-288493,ruby/sapphire,Pawpsicles,Top8
hall-of-fame-city-con-lorcana-case-tournament-tournament-decks-1488,deck-emerald-steel-288494,emerald/steel,Shift & Damage,Top8
hall-of-fame-city-con-lorcana-case-tournament-tournament-decks-1488,deck-amber-steel-288496,amber/steel,Steelsong,Top8
hall-of-fame-city-con-lorcana-case-tournament-tournament-decks-1488,deck-amber-steel-288497,amber/steel,Steelsong,Top8
d23-collection-tournament-tournament-decks-1487,deck-groove-of-ice-and-fire-287332,ruby/sapphire,Pawpsicles,1st
d23-collection-tournament-tournament-decks-1487,deck-abuses-muses-287333,emerald/steel,Discard Aggro,2nd
d23-collection-tournament-tournament-decks-1487,deck-discard-287334,emerald/steel,Discard,3rd
