tournamentID,decklistID,colorCombination,archeType,rank
jahresendevent-lorcana-meisterschaft-sonntag-tournament-decks-1894,deck-green-purple-385212,amethyst/emerald,Bounce,3rd
sunday-revival-north-american-championship-tournament-decks-1892,deck-steel-emerald-385101,emerald/steel,Discard,1st
sunday-revival-north-american-championship-tournament-decks-1892,deck-amber-steel-pride-385100,amber/steel,,Top8
sunday-revival-north-american-championship-tournament-decks-1892,deck-hyper-aggro-385105,amber/amethyst,Hyper Aggro,Top8
ccs-january-lorcana-1k-tournament-decks-1886,deck-sapphire-amethyst-384536,amethyst/sapphire,Bounce,Top4
ccs-january-lorcana-1k-tournament-decks-1886,deck-amber-steel-384557,amber/steel,Steelsong,Top4
ccs-january-lorcana-1k-tournament-decks-1886,deck-ruby-sapphire-384582,ruby/sapphire,Pawpsicles,Top4
ccs-january-lorcana-1k-tournament-decks-1886,deck-ruby-amethyst-384609,amethyst/ruby,Bounce Control,Top4
ccs-january-lorcana-1k-tournament-decks-1886,deck-emerald-amethyst-384515,amethyst/emerald,Bounce,Top8
ccs-january-lorcana-1k-tournament-decks-1886,deck-amber-steel-384516,amber/steel,Dwarf's Mine,Top8
ccs-january-lorcana-1k-tournament-decks-1886,deck-ruby-amethyst-384517,amethyst/ruby,Bounce Control,Top8
ccs-january-lorcana-1k-tournament-decks-1886,deck-emerald-amethyst-384518,amethyst/emerald,Bounce,Top8
mensual-enero-disney-lorcana-tournament-decks-1883,deck-bounce-384265,amethyst/steel,Aggro,1st
mensual-enero-disney-lorcana-tournament-decks-1883,deck-bounce-384266,amethyst/sapphire,Bounce,2nd
mensual-enero-disney-lorcana-tournament-decks-1883,deck-bounce-control-384267,amethyst/ruby,Bounce Control,3rd
mensual-enero-disney-lorcana-tournament-decks-1883,deck-claratala-384270,emerald/sapphire,,Top4
tournoi-njds-le-paquet-tournament-decks-1882,deck-ruby-sapphire-384041,ruby/sapphire,Pawpsicles,1st
tournoi-njds-le-paquet-tournament-decks-1882,deck-sapphire-steel-384044,sapphire/steel,No Wheel,2nd
tournoi-njds-le-paquet-tournament-decks-1882,deck-ruby-sapphire-384043,ruby/sapphire,Pawpsicles,3rd
tournoi-njds-le-paquet-tournament-decks-1882,deck-steel-amethyst-384039,amethyst/steel,Aggro,Top4
tournoi-njds-le-paquet-tournament-decks-1882,deck-sapphire-amethyst-384029,amethyst/sapphire,Bounce,Top8
tournoi-njds-le-paquet-tournament-decks-1882,deck-emerald-amethyst-384034,amethyst/emerald,Bounce,Top8
tournoi-njds-le-paquet-tournament-decks-1882,deck-steel-amethyst-384035,amethyst/steel,Aggro,Top8
tournoi-njds-le-paquet-tournament-decks-1882,deck-steel-amethyst-384037,amethyst/steel,Aggro,Top8
tournoi-njds-le-paquet-tournament-decks-1882,deck-amber-steel-384033,amber/steel,Dwarf's Mine,Top16
tournoi-njds-le-paquet-tournament-decks-1882,deck-steel-emerald-384032,emerald/steel,Discard,Top16
tournoi-njds-le-paquet-tournament-decks-1882,deck-ruby-sapphire-384031,ruby/sapphire,Pawpsicles,Top16
tournoi-njds-le-paquet-tournament-decks-1882,deck-ruby-sapphire-384030,ruby/sapphire,Pawpsicles,Top16
tournoi-njds-le-paquet-tournament-decks-1882,deck-steel-amethyst-384028,amethyst/steel,Aggro,Top16
tournoi-njds-le-paquet-tournament-decks-1882,deck-amber-steel-384027,amber/steel,,Top16
tournoi-njds-le-paquet-tournament-decks-1882,deck-steel-amber-384026,amber/steel,Steelsong,Top16
tournoi-njds-le-paquet-tournament-decks-1882,deck-ruby-sapphire-384040,ruby/sapphire,Pawpsicles,Top16
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-ruby-amethyst-383598,amethyst/ruby,Bounce Control,1st
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-ruby-sapphire-383607,ruby/sapphire,Pawpsicles,2nd
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-steel-emerald-383599,emerald/steel,Discard,3rd
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-steel-amethyst-383606,amethyst/steel,Aggro,Top4
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-emerald-amethyst-383597,amethyst/emerald,Bounce,Top8
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-steel-amethyst-383601,amethyst/steel,Aggro,Top8
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-steel-amber-383600,amber/steel,Steelsong,Top8
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-ruby-sapphire-383605,ruby/sapphire,Pawpsicles,Top8
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-amber-steel-383596,amber/steel,Dwarf's Mine,Top16
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-ruby-sapphire-383602,ruby/sapphire,Pawpsicles,Top16
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-ruby-sapphire-383603,ruby/sapphire,Pawpsicles,Top16
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-sapphire-amethyst-383610,amethyst/sapphire,Bounce,Top16
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-sapphire-amethyst-383604,amethyst/sapphire,Bounce,Top16
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-ruby-sapphire-383611,ruby/sapphire,Pawpsicles,Top16
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-amber-steel-383608,amber/steel,Dwarf's Mine,Top16
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-sapphire-ruby-383609,ruby/sapphire,Pawpsicles,Top16
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-lbro-gs-383943,emerald/steel,Discard,Top32
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-amber-steel-383942,amber/steel,Dwarf's Mine,Top64
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-set-6-r-s-shark-384394,ruby/sapphire,Pawpsicles,Top128
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-tempo-fox-383944,amethyst/ruby,Bounce Control,Top128
disney-lorcana-north-american-championship-2025-tournament-decks-1878,deck-ol-reliable-2-0-384268,amethyst/ruby,Bounce Control,Top128
german-content-creator-set-championship-tournament-decks-1893,deck-maui-allein-zu-haus-385471,ruby/sapphire,Pawpsicles,1st
german-content-creator-set-championship-tournament-decks-1893,deck-all-but-not-steelsong-385118,amber/steel,Aggro,2nd
german-content-creator-set-championship-tournament-decks-1893,deck-copper-deck-385107,emerald/steel,Discard,Top4
german-content-creator-set-championship-tournament-decks-1893,deck-1-setmeisterschaft-385117,amethyst/ruby,Bounce Control,Top4
german-content-creator-set-championship-tournament-decks-1893,deck-sisu-shark-385108,ruby/sapphire,Pawpsicles,Top8
german-content-creator-set-championship-tournament-decks-1893,deck-card-crow-sascha-maui-ahoi-385120,ruby/sapphire,Pawpsicles,Top8
german-content-creator-set-championship-tournament-decks-1893,deck-cc-set-meisterschaft-385113,emerald/steel,Discard,Top8
german-content-creator-set-championship-tournament-decks-1893,deck-awnw-superior-385110,sapphire/steel,No Wheel,Top8
german-content-creator-set-championship-tournament-decks-1893,deck-aaron-battle-bear-set-meisterschaften-ravensburg-385115,amethyst/ruby,Bounce Control,Top16
german-content-creator-set-championship-tournament-decks-1893,deck-blackys-tempohaufen-385116,amethyst/emerald,Bounce,Top16
german-content-creator-set-championship-tournament-decks-1893,deck-broom-service-385112,amethyst/steel,Aggro,Top16
german-content-creator-set-championship-tournament-decks-1893,deck-ps-cc-set-meisterschaften-ravensburg-385111,amethyst/steel,Aggro,Top16
german-content-creator-set-championship-tournament-decks-1893,deck-triton-blurple-385109,amethyst/sapphire,Locations,Top16
german-content-creator-set-championship-tournament-decks-1893,deck-cc-setmeisterschaft-385114,amethyst/emerald,Bounce Burn,Top32
german-content-creator-set-championship-tournament-decks-1893,deck-set-meisterschaft-ravensburg-385119,amber/steel,Steelsong,Top32
german-content-creator-set-championship-tournament-decks-1893,deck-s6-set-champ-lol-385421,amber/emerald,,Top32
german-content-creator-set-championship-tournament-decks-1893,deck-set-6-set-champs-content-creator-385428,amethyst/steel,Jafar Wheel,Top32
jahresendevent-lorcana-meisterschaft-samstag-tournament-decks-1881,deck-amber-steel-383941,amber/steel,Dwarf's Mine,2nd
jahresendevent-lorcana-meisterschaft-samstag-tournament-decks-1881,deck-amber-steel-384531,amber/steel,Steelsong,Top8
jahresendevent-lorcana-meisterschaft-samstag-tournament-decks-1881,deck-purple-steel-aggro-locations-385295,amethyst/steel,Locations,Top16
jahresendevent-lorcana-meisterschaft-samstag-tournament-decks-1881,deck-all-the-dragons-384514,ruby/sapphire,Pawpsicles,Top32
azurite-sea-movie-franchise-tournament-tournament-decks-1880,deck-peter-pan-385103,amber/steel,,1st
azurite-sea-movie-franchise-tournament-tournament-decks-1880,deck-snow-white-and-the-seven-dwarfs-385099,amber/amethyst,,2nd
card-cosmos-lorcana-1k-tournament-decks-1879,deck-amber-steel-aggro-383784,amber/steel,Aggro,Top4
card-cosmos-lorcana-1k-tournament-decks-1879,deck-ruby-amethyst-383785,amethyst/ruby,Bounce Control,Top4
card-cosmos-lorcana-1k-tournament-decks-1879,deck-bounce-control-383786,amethyst/ruby,Bounce Control,Top4
card-cosmos-lorcana-1k-tournament-decks-1879,deck-red-blue-control-383790,ruby/sapphire,Pawpsicles,Top4
card-cosmos-lorcana-1k-tournament-decks-1879,deck-blue-red-control-383791,ruby/sapphire,Pawpsicles,Top8
card-cosmos-lorcana-1k-tournament-decks-1879,deck-red-steel-john-locations-383787,ruby/steel,Pirates,Top8
card-cosmos-lorcana-1k-tournament-decks-1879,deck-lemon-lime-uts-383788,amber/emerald,Sing Together,Top8
card-cosmos-lorcana-1k-tournament-decks-1879,deck-amber-steel-diggy-hole-383789,amber/steel,Dwarf's Mine,Top8
weekly-chapter-6-cartap-montpellier-tournament-decks-1874,deck-aggro-decandio-382971,amber/steel,Dwarf's Mine,1st
weekly-chapter-6-cartap-montpellier-tournament-decks-1874,deck-blurplebaymax-01-11-382972,amethyst/sapphire,Bounce,2nd
weekly-chapter-6-cartap-montpellier-tournament-decks-1874,deck-chaudraw-d-ursula-r-a-382973,amethyst/ruby,Bounce Control,3rd
weekly-chapter-6-cartap-montpellier-tournament-decks-1874,deck-mufasamethyst-382974,amber/amethyst,Aggro Bounce,Top4
disney-lorcana-continentals-last-chance-qualifier-pod-30-tournament-decks-1876,deck-emerald-amethyst-382976,amethyst/emerald,Bounce,2nd
disney-lorcana-na-championship-last-chance-qualifier-16-tournament-decks-1875,deck-the-children-yearn-for-the-mines-382975,amber/steel,Dwarf's Mine,Top8
disney-lorcana-continentals-last-chance-qualifier-pod-11-tournament-decks-1872,deck-the-fairyest-in-all-the-land-385098,amethyst/steel,Aggro,Top4
disney-lorcana-continentals-last-chance-qualifier-pod-11-tournament-decks-1872,deck-bounce-my-way-to-worlds-382805,amethyst/emerald,Bounce,Top32
disney-lorcana-continentals-last-chance-qualifier-pod-19-tournament-decks-1871,deck-ruby-sapphire-382465,ruby/sapphire,Oswald Items,Top8
disney-headquarters-influencer-set-champs-tournament-decks-1870,deck-kiwi-birds-382901,sapphire/steel,Aggro,1st
disney-headquarters-influencer-set-champs-tournament-decks-1870,deck-amber-emerald-382366,amber/emerald,Sing Together,3rd
disney-headquarters-influencer-set-champs-tournament-decks-1870,deck-tempo-tool-midrange-383114,amethyst/steel,Aggro,Top8
ph-illumineers-league-tournament-decks-1867,deck-mcmanor-shark-378812,ruby/sapphire,Pawpsicles,1st
ph-illumineers-league-tournament-decks-1867,deck-ruby-amethyst-comp-378809,amethyst/ruby,Bounce Control,2nd
ph-illumineers-league-tournament-decks-1867,deck-r-a-bounce-control-378807,amethyst/ruby,Bounce Control,3rd
ph-illumineers-league-tournament-decks-1867,deck-shift-and-damage-378814,emerald/steel,Shift & Damage,Top4
ph-illumineers-league-tournament-decks-1867,deck-ruby-amethyst-control-378813,amethyst/ruby,Bounce Control,Top8
ph-illumineers-league-tournament-decks-1867,deck-hyper-aggro-378810,amber/amethyst,Hyper Aggro,Top8
ph-illumineers-league-tournament-decks-1867,deck-rs-sisu-on-ice-378811,ruby/sapphire,Pawpsicles,Top8
ph-illumineers-league-tournament-decks-1867,deck-balikbayan-bounce-378808,amethyst/ruby,Bounce Control,Top8
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-how-red-how-blue-how-beautiful-377831,ruby/sapphire,Pawpsicles,1st
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-rb-shark-377872,ruby/sapphire,Pawpsicles,2nd
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-ruby-amethyst-377859,amethyst/ruby,Bounce Control,Top4
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-mit-dem-strom-377846,amethyst/ruby,Bounce Control,Top4
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-all-dragons-377836,ruby/sapphire,Pawpsicles,Top8
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-lordi-like-a-bee-to-the-honey-377858,emerald/steel,Discard,Top8
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-silverback-377832,emerald/sapphire,Muses's Songs,Top8
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-mk-g-able-webcam-turnier-2-377827,amber/steel,Dwarf's Mine,Top8
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-power-377853,amethyst/steel,Jafar Wheel,Top16
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-pirates-real-deal-377833,ruby/steel,Pirates,Top16
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-steelsong-set-6-377867,amber/steel,Steelsong,Top16
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-v4-377835,amethyst/steel,Aggro,Top16
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-blau-stahl-abnormal-377860,sapphire/steel,Items,Top16
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-rs-new-no-med-377870,ruby/sapphire,Pawpsicles,Top16
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-ruby-amethyst-377862,amethyst/ruby,Bounce Control,Top16
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-rb-hai-action-count-v2-377834,ruby/sapphire,Pawpsicles,Top16
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-tsr-series-4-0-377864,amethyst/ruby,Bounce Control,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-2-platz-377850,amethyst/emerald,Bounce,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-online-turnier-05-01-2025-377852,amber/sapphire,Alice Aggro,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-duck-on-ice-377841,ruby/sapphire,Pawpsicles,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-tcr-balls-of-steel-song-377855,amber/steel,Steelsong,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-set-6-10-ruby-sapphire-control-377839,ruby/sapphire,Pawpsicles,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-grandmasters-green-purple-377863,amethyst/emerald,Bounce,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-multivitamin-377868,amethyst/ruby,Bounce Control,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-red-purple-377873,amethyst/ruby,Bounce Control,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-bounce-control-377861,amethyst/ruby,Bounce Control,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-r-a-377848,amethyst/ruby,Bounce Control,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-ruby-sapphire-377866,ruby/sapphire,Pawpsicles,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-rot-blau-hai-song-377874,ruby/sapphire,Pawpsicles,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-bs-heroes-twin-fire-simba-377840,sapphire/steel,Items,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-rot-lila-377875,amethyst/ruby,Bounce Control,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-tobioas-379035,amethyst/ruby,Burn,Top32
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-ra-vs-mine-castle-377849,amethyst/ruby,Bounce Control,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-makoya-is-in-da-house-377865,amethyst/ruby,Bounce Control,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-sirius83-multivitamin-377844,amber/steel,Mufasa,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-s6-open-decklist-steelsong-377838,amber/steel,Steelsong,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-steel-song-2-1-377830,amber/steel,Steelsong,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-final-steel-song-377856,amber/steel,Steelsong,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-bs-s6-377854,sapphire/steel,No Wheel,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-ultra-violet-377845,amethyst/sapphire,Bounce,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-lila-grun-set-6-dm-377851,amethyst/emerald,Bounce,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-a-whole-new-year-377847,amber/steel,Steelsong,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-sisu-on-ice-377871,ruby/sapphire,Oswald Items,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-natriumdampflampe-377843,amber/amethyst,Aggro Bounce,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-revenge-of-ursula-377842,amethyst/emerald,Bounce,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-ruby-amethyst-fur-junior-377869,amethyst/ruby,Bounce Control,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-ra-bounce-377837,amethyst/ruby,Bounce Control,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-sugar-sugar-377857,amber/ruby,Locations,Top64
multivitamin-webcam-turnier-2-tournament-decks-1866,deck-bounce-4-lore-v2-377828,amethyst/emerald,Bounce,Top64
game-grid-lorcana-1k-top-4-split-tournament-decks-1863,deck-amber-steel-375996,amber/steel,Dwarf's Mine,Top4
game-grid-lorcana-1k-top-4-split-tournament-decks-1863,deck-ruby-sapphire-375997,ruby/sapphire,Pawpsicles,Top4
game-grid-lorcana-1k-top-4-split-tournament-decks-1863,deck-amber-steel-375999,amber/steel,Steelsong,Top4
game-grid-lorcana-1k-top-4-split-tournament-decks-1863,deck-steel-emerald-376000,emerald/steel,Discard,Top4
game-grid-lorcana-1k-top-4-split-tournament-decks-1863,deck-emerald-amethyst-375989,amethyst/emerald,Bounce,Top8
game-grid-lorcana-1k-top-4-split-tournament-decks-1863,deck-amethyst-steel-375990,amethyst/steel,Tempo,Top8
game-grid-lorcana-1k-top-4-split-tournament-decks-1863,deck-ruby-sapphire-375991,ruby/sapphire,Pawpsicles,Top8
game-grid-lorcana-1k-top-4-split-tournament-decks-1863,deck-amber-steel-375995,amber/steel,Steelsong,Top8
lorcana-azurite-seas-win-a-box-tournament-tournament-decks-1862,deck-ruby-amethyst-375978,amethyst/ruby,Bounce Control,Top4
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377606,ruby/sapphire,Pawpsicles,1st
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377594,amethyst/ruby,Aggro,2nd
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377645,ruby/sapphire,Pawpsicles,3rd
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377661,ruby/sapphire,Pawpsicles,Top4
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-steel-377601,amber/steel,Mufasa,Top8
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377668,ruby/sapphire,Pawpsicles,Top8
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-steel-amethyst-377587,amethyst/steel,Aggro,Top8
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377598,ruby/sapphire,Pawpsicles,Top8
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-steel-377626,amber/steel,Dwarf's Mine,Top16
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377607,amethyst/ruby,Bounce Control,Top16
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-steel-377619,amber/steel,Steelsong,Top16
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-steel-377649,amber/steel,Steelsong,Top16
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-steel-amethyst-377595,amethyst/steel,Aggro,Top16
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amethyst-ruby-377631,amethyst/ruby,Bounce Control,Top16
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-ruby-377635,amber/ruby,,Top16
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377602,amethyst/ruby,Burn,Top16
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377622,amethyst/ruby,Bounce Control,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377609,amethyst/ruby,Bounce Control,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377642,ruby/sapphire,Pawpsicles,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-steel-377660,amber/steel,Steelsong,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377591,ruby/sapphire,Pawpsicles,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377658,ruby/sapphire,Pawpsicles,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-steel-sapphire-377575,sapphire/steel,Items,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-steel-amethyst-377583,amethyst/steel,Aggro,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-steel-377608,amber/steel,Dwarf's Mine,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-steel-emerald-377623,emerald/steel,Discard,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-steel-amber-377633,amber/steel,Steelsong,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377636,amethyst/ruby,Bounce Control,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amethyst-ruby-377611,amethyst/ruby,Bounce Control,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-emerald-amethyst-377637,amethyst/emerald,Bounce,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377573,ruby/sapphire,Pawpsicles,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377581,ruby/sapphire,Pawpsicles,Top32
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377579,ruby/sapphire,Pawpsicles,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-steel-amethyst-377648,amethyst/steel,Aggro,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377603,ruby/sapphire,Pawpsicles,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377656,ruby/sapphire,Pawpsicles,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377578,amethyst/ruby,Bounce Control,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377643,ruby/sapphire,Pawpsicles,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-emerald-amethyst-377640,amethyst/emerald,Bounce,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377665,amethyst/ruby,Bounce Control,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-emerald-amethyst-377657,amethyst/emerald,Bounce,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-steel-377684,amber/steel,Dwarf's Mine,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377634,amethyst/ruby,Bounce Control,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-steel-377674,amber/steel,Steelsong,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-steel-377574,amber/steel,Steelsong,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-sapphire-amethyst-377647,amethyst/sapphire,Bounce,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-emerald-377612,amber/emerald,Sing Together,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-steel-377638,amber/steel,Steelsong,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377577,amethyst/ruby,Bounce Control,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-emerald-amethyst-377669,amethyst/emerald,Bounce,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377664,ruby/sapphire,Pawpsicles,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-steel-emerald-377613,emerald/steel,Discard,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377687,ruby/sapphire,Pawpsicles,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377680,amethyst/ruby,Bounce Control,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377617,amethyst/ruby,Bounce Control,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377677,ruby/sapphire,Pawpsicles,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-sapphire-377610,ruby/sapphire,Pawpsicles,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377681,amethyst/ruby,Bounce Control,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-steel-377673,amber/steel,Steelsong,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377605,amethyst/ruby,Bounce Control,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377580,amethyst/ruby,Bounce Control,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-steel-377576,amber/steel,Steelsong,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-amber-steel-377618,amber/steel,Dwarf's Mine,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377592,amethyst/ruby,Bounce Control,Top64
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-ruby-amethyst-377584,amethyst/ruby,Bounce Control,Top128
gold-star-s-pretty-good-lorcana-tournament-tournament-decks-1859,deck-steel-amethyst-377683,amethyst/steel,Aggro,Top128
