date,tournamenttitle,players,playercategory,country,rank,archetype,color,top1,top2,top4,top8,top16,top32
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top32,Steelsong,amber/steel,0,0,0,0,0,1
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top32,Sisu on Ice,ruby/sapphire,0,0,0,0,0,1
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top32,Sisu on Ice,ruby/sapphire,0,0,0,0,0,1
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top32,Cogsworth & Friends,sapphire/steel,0,0,0,0,0,1
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top32,Discard,emerald/steel,0,0,0,0,0,1
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top32,Bounce,amethyst/emerald,0,0,0,0,0,1
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top32,Steelsong,amber/steel,0,0,0,0,0,1
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top32,Bounce,amber/amethyst,0,0,0,0,0,1
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top32,Steelsong,amber/steel,0,0,0,0,0,1
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top32,Bounce,amethyst/emerald,0,0,0,0,0,1
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top32,Sisu on Ice,ruby/sapphire,0,0,0,0,0,1
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Mufasa,amber/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Cogsworth & Friends,sapphire/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Mufasa,amber/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Pawpsicles,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top64,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Ramp Draw Control,amethyst/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Cogsworth & Friends,sapphire/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Mufasa,amber/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Pawpsicles,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Shift & Damage,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Ramp Draw Control,amethyst/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Cogsworth & Friends,sapphire/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Cogsworth & Friends,sapphire/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Ramp Draw Control,amethyst/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Aggro,amethyst/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Cogsworth & Friends,sapphire/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Mufasa,amber/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Hyper Aggro,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Mufasa,amber/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Aggro,amethyst/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,Classic Bounce,amethyst/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top128,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Mufasa,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Shift & Damage,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Shift & Damage,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Classic Bounce,amethyst/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Shift & Damage,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sing Together,amber/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,amber/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Pawpsicles,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Brooms Brigade,amethyst/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Cogsworth & Friends,sapphire/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,amethyst/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sing Together,amber/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Ramp Draw Control,amethyst/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Hyper Aggro,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Aggro,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Discard,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Ramp Draw Control,amethyst/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sing Together,amber/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Mufasa,amber/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sing Together,amber/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,emerald/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,,undefined/undefined,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Sisu on Ice,ruby/sapphire,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amber/amethyst,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce Control,amethyst/ruby,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Steelsong,amber/steel,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Bounce,amethyst/emerald,0,0,0,0,0,0
2024-10-05,Open Lorcana By Ludotrotter - Final Standings,609,more than 64,FR,Top256,Classic Bounce,amethyst/steel,0,0,0,0,0,0
